CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
14790.0,16,4,745.06,4,3,3,10,Regular
13174.0,16,3,2742.82,4,3,5,12,Regular
17725.0,16,11,3439.08,4,5,5,14,High-Value Loyal
14335.0,16,2,454.86,4,2,2,8,Recent / Low Frequency
18084.0,16,1,90.47999999999999,4,1,1,6,Recent / Low Frequency
13139.0,16,7,5064.94,4,4,5,13,High-Value Loyal
15393.0,16,2,231.86,4,2,1,7,Recent / Low Frequency
17422.0,16,6,1979.37,4,4,4,12,High-Value Loyal
13350.0,16,2,979.12,4,2,4,10,Recent / Low Frequency
16343.0,16,2,328.58,4,2,2,8,Recent / Low Frequency
13448.0,16,6,3534.69,4,4,5,13,High-Value Loyal
13899.0,16,2,388.52,4,2,2,8,Recent / Low Frequency
15949.0,16,2,364.72,4,2,2,8,Recent / Low Frequency
14733.0,16,12,9585.91,4,5,5,14,High-Value Loyal
16079.0,16,3,1352.0,4,3,4,11,Regular
16670.0,16,11,4095.9,4,5,5,14,High-Value Loyal
14581.0,16,1,138.6,4,1,1,6,Recent / Low Frequency
16660.0,16,4,1267.6499999999999,4,3,4,11,Regular
12619.0,16,9,3641.24,4,4,5,13,High-Value Loyal
17135.0,16,7,1139.73,4,4,4,12,High-Value Loyal
15727.0,16,7,5159.06,4,4,5,13,High-Value Loyal
16900.0,16,3,887.11,4,3,3,10,Regular
15743.0,16,4,775.96,4,3,3,10,Regular
16653.0,16,2,1212.66,4,2,4,10,Recent / Low Frequency
15398.0,16,2,1345.53,4,2,4,10,Recent / Low Frequency
13644.0,16,4,2624.26,4,3,5,12,Regular
15916.0,16,8,1502.8600000000001,4,4,4,12,High-Value Loyal
17410.0,16,5,1214.72,4,4,4,12,High-Value Loyal
13831.0,16,6,2198.45,4,4,5,13,High-Value Loyal
15901.0,16,3,351.73,4,3,2,9,Regular
14049.0,16,4,5578.72,4,3,5,12,Regular
14099.0,16,11,3104.17,4,5,5,14,High-Value Loyal
16185.0,16,2,529.41,4,2,3,9,Recent / Low Frequency
17700.0,16,4,2534.64,4,3,5,12,Regular
12452.0,16,2,430.57,4,2,2,8,Recent / Low Frequency
14334.0,16,8,2552.21,4,4,5,13,High-Value Loyal
17809.0,16,12,5411.91,4,5,5,14,High-Value Loyal
13018.0,16,28,7277.7,4,5,5,14,High-Value Loyal
16020.0,16,3,851.01,4,3,3,10,Regular
16255.0,16,8,2619.91,4,4,5,13,High-Value Loyal
17469.0,16,5,1870.97,4,4,4,12,High-Value Loyal
14912.0,16,2,867.85,4,2,3,9,Recent / Low Frequency
16066.0,16,5,1521.04,4,4,4,12,High-Value Loyal
12557.0,16,5,11990.960000000001,4,4,5,13,High-Value Loyal
15814.0,16,4,1945.33,4,3,4,11,Regular
14744.0,16,7,1099.98,4,4,4,12,High-Value Loyal
15253.0,16,5,918.1999999999999,4,4,3,11,Regular
13742.0,16,12,3107.87,4,5,5,14,High-Value Loyal
17034.0,16,3,745.52,4,3,3,10,Regular
17685.0,16,7,3155.83,4,4,5,13,High-Value Loyal
14205.0,16,2,466.7,4,2,2,8,Recent / Low Frequency
14675.0,16,1,596.36,4,1,3,8,Recent / Low Frequency
14336.0,16,4,1614.91,4,3,4,11,Regular
14020.0,16,2,642.8,4,2,3,9,Recent / Low Frequency
17463.0,16,5,1875.86,4,4,4,12,High-Value Loyal
16057.0,16,7,2263.12,4,4,5,13,High-Value Loyal
13502.0,16,3,292.0,4,3,2,9,Regular
18249.0,17,1,95.34,4,1,1,6,Recent / Low Frequency
16633.0,17,6,2883.1,4,4,5,13,High-Value Loyal
16311.0,17,2,616.26,4,2,3,9,Recent / Low Frequency
15977.0,17,2,1054.73,4,2,4,10,Recent / Low Frequency
12920.0,17,1,162.78,4,1,1,6,Recent / Low Frequency
13681.0,17,4,827.83,4,3,3,10,Regular
16330.0,17,3,251.91,4,3,2,9,Regular
14329.0,17,7,4975.24,4,4,5,13,High-Value Loyal
16985.0,17,10,5464.12,4,5,5,14,High-Value Loyal
13363.0,17,2,992.5,4,2,4,10,Recent / Low Frequency
17360.0,17,3,568.24,4,3,3,10,Regular
16655.0,17,6,3789.52,4,4,5,13,High-Value Loyal
17759.0,17,3,819.96,4,3,3,10,Regular
16365.0,17,9,1540.42,4,4,4,12,High-Value Loyal
12936.0,17,4,1063.9,4,3,4,11,Regular
13569.0,17,2,338.62,4,2,2,8,Recent / Low Frequency
17297.0,17,1,128.18,4,1,1,6,Recent / Low Frequency
16422.0,17,51,34684.4,4,5,5,14,High-Value Loyal
14467.0,17,4,596.26,4,3,3,10,Regular
15634.0,17,1,243.55,4,1,1,6,Recent / Low Frequency
16607.0,17,14,3347.71,4,5,5,14,High-Value Loyal
15699.0,17,1,309.65,4,1,2,7,Recent / Low Frequency
17519.0,17,6,1844.02,4,4,4,12,High-Value Loyal
17500.0,17,3,1138.0,4,3,4,11,Regular
17371.0,17,3,418.4,4,3,2,9,Regular
12483.0,17,8,2484.98,4,4,5,13,High-Value Loyal
16352.0,17,2,494.44,4,2,3,9,Recent / Low Frequency
14768.0,17,2,192.60000000000002,4,2,1,7,Recent / Low Frequency
14834.0,17,6,1720.3,4,4,4,12,High-Value Loyal
12586.0,17,1,196.94000000000003,4,1,1,6,Recent / Low Frequency
15150.0,17,10,5291.33,4,5,5,14,High-Value Loyal
17324.0,17,4,986.48,4,3,4,11,Regular
17338.0,17,8,6493.54,4,4,5,13,High-Value Loyal
14657.0,17,4,848.22,4,3,3,10,Regular
16956.0,17,1,308.74,4,1,2,7,Recent / Low Frequency
15497.0,17,2,1262.2,4,2,4,10,Recent / Low Frequency
15116.0,17,4,1352.75,4,3,4,11,Regular
13247.0,17,4,501.12,4,3,3,10,Regular
13986.0,17,1,320.46,4,1,2,7,Recent / Low Frequency
17075.0,17,4,834.12,4,3,3,10,Regular
13268.0,17,11,3174.75,4,5,5,14,High-Value Loyal
15106.0,17,5,1422.52,4,4,4,12,High-Value Loyal
15845.0,17,8,3711.77,4,4,5,13,High-Value Loyal
13403.0,17,1,75.0,4,1,1,6,Recent / Low Frequency
12465.0,17,2,742.1899999999999,4,2,3,9,Recent / Low Frequency
13322.0,17,1,199.48000000000002,4,1,1,6,Recent / Low Frequency
14505.0,17,8,5859.43,4,4,5,13,High-Value Loyal
17073.0,17,4,1446.09,4,3,4,11,Regular
16261.0,17,4,728.54,4,3,3,10,Regular
13940.0,17,4,839.14,4,3,3,10,Regular
12474.0,17,18,7324.09,4,5,5,14,High-Value Loyal
13456.0,17,6,1766.72,4,4,4,12,High-Value Loyal
17659.0,17,12,2999.46,4,5,5,14,High-Value Loyal
15971.0,17,12,4199.85,4,5,5,14,High-Value Loyal
16107.0,17,7,3204.1600000000003,4,4,5,13,High-Value Loyal
15965.0,17,4,808.87,4,3,3,10,Regular
13238.0,17,4,700.73,4,3,3,10,Regular
16532.0,17,3,6748.8,4,3,5,12,Regular
14297.0,17,4,1305.33,4,3,4,11,Regular
12656.0,17,5,4051.17,4,4,5,13,High-Value Loyal
17453.0,17,2,486.71999999999997,4,2,2,8,Recent / Low Frequency
16748.0,17,5,1515.9,4,4,4,12,High-Value Loyal
13488.0,17,13,8968.31,4,5,5,14,High-Value Loyal
17600.0,17,1,161.67000000000002,4,1,1,6,Recent / Low Frequency
14424.0,17,1,322.08,4,1,2,7,Recent / Low Frequency
16164.0,17,3,822.48,4,3,3,10,Regular
16722.0,17,13,4730.81,4,5,5,14,High-Value Loyal
16128.0,17,5,1880.22,4,4,4,12,High-Value Loyal
13499.0,17,5,1159.11,4,4,4,12,High-Value Loyal
18139.0,17,6,8438.34,4,4,5,13,High-Value Loyal
14515.0,17,6,2076.89,4,4,5,13,High-Value Loyal
17155.0,17,2,251.70000000000002,4,2,2,8,Recent / Low Frequency
12775.0,17,5,1386.04,4,4,4,12,High-Value Loyal
14506.0,17,5,1960.65,4,4,4,12,High-Value Loyal
15132.0,18,5,977.9300000000001,4,4,4,12,High-Value Loyal
13862.0,18,8,2209.36,4,4,5,13,High-Value Loyal
14300.0,18,1,43.2,4,1,1,6,Recent / Low Frequency
12462.0,18,2,1189.59,4,2,4,10,Recent / Low Frequency
15527.0,18,8,2428.53,4,4,5,13,High-Value Loyal
15105.0,18,7,2298.93,4,4,5,13,High-Value Loyal
16406.0,18,1,154.35,4,1,1,6,Recent / Low Frequency
17625.0,18,4,2020.4,4,3,4,11,Regular
13167.0,18,4,791.33,4,3,3,10,Regular
17664.0,18,2,604.64,4,2,3,9,Recent / Low Frequency
14030.0,18,8,2358.84,4,4,5,13,High-Value Loyal
13739.0,18,1,216.9,4,1,1,6,Recent / Low Frequency
13823.0,18,2,957.66,4,2,4,10,Recent / Low Frequency
15567.0,18,1,186.01,4,1,1,6,Recent / Low Frequency
16366.0,18,1,327.3,4,1,2,7,Recent / Low Frequency
12795.0,18,1,430.48,4,1,2,7,Recent / Low Frequency
12904.0,18,2,496.06,4,2,3,9,Recent / Low Frequency
17253.0,18,1,178.26,4,1,1,6,Recent / Low Frequency
14587.0,18,9,1580.29,4,4,4,12,High-Value Loyal
15738.0,18,16,4812.42,4,5,5,14,High-Value Loyal
17227.0,18,6,939.32,4,4,4,12,High-Value Loyal
15671.0,18,7,2657.13,4,4,5,13,High-Value Loyal
16139.0,18,3,635.41,4,3,3,10,Regular
14447.0,18,5,1163.23,4,4,4,12,High-Value Loyal
14551.0,18,2,186.23,4,2,1,7,Recent / Low Frequency
14449.0,18,4,885.8,4,3,3,10,Regular
13246.0,18,6,1961.52,4,4,4,12,High-Value Loyal
16369.0,18,3,1545.41,4,3,4,11,Regular
14198.0,18,4,701.4,4,3,3,10,Regular
13673.0,18,2,387.44,4,2,2,8,Recent / Low Frequency
15676.0,18,3,3435.76,4,3,5,12,Regular
12984.0,18,1,97.5,4,1,1,6,Recent / Low Frequency
18080.0,18,2,1231.5,4,2,4,10,Recent / Low Frequency
13189.0,18,2,260.68,4,2,2,8,Recent / Low Frequency
15179.0,18,5,2206.95,4,4,5,13,High-Value Loyal
14883.0,18,6,761.59,4,4,3,11,Regular
15645.0,18,1,612.01,4,1,3,8,Recent / Low Frequency
13282.0,18,3,1132.14,4,3,4,11,Regular
15163.0,18,2,304.47,4,2,2,8,Recent / Low Frequency
15857.0,18,1,297.0,4,1,2,7,Recent / Low Frequency
13430.0,18,2,679.45,4,2,3,9,Recent / Low Frequency
12349.0,18,1,1757.55,4,1,4,9,Recent / Low Frequency
12504.0,18,2,482.04999999999995,4,2,2,8,Recent / Low Frequency
15093.0,18,6,4597.02,4,4,5,13,High-Value Loyal
17100.0,18,2,971.74,4,2,4,10,Recent / Low Frequency
15115.0,18,1,340.11,4,1,2,7,Recent / Low Frequency
14482.0,18,6,2022.81,4,4,4,12,High-Value Loyal
12658.0,18,1,686.05,4,1,3,8,Recent / Low Frequency
17010.0,18,1,195.36,4,1,1,6,Recent / Low Frequency
13971.0,18,8,2758.26,4,4,5,13,High-Value Loyal
16713.0,18,15,6910.78,4,5,5,14,High-Value Loyal
17432.0,18,2,365.76,4,2,2,8,Recent / Low Frequency
12395.0,19,12,3018.63,4,5,5,14,High-Value Loyal
15963.0,19,2,470.76,4,2,2,8,Recent / Low Frequency
16784.0,19,1,107.6,4,1,1,6,Recent / Low Frequency
15906.0,19,7,1567.69,4,4,4,12,High-Value Loyal
14553.0,19,5,859.27,4,4,3,11,Regular
15919.0,19,2,525.69,4,2,3,9,Recent / Low Frequency
14502.0,19,11,2429.83,4,5,5,14,High-Value Loyal
17738.0,19,4,1879.05,4,3,4,11,Regular
17758.0,19,8,3408.2000000000003,4,4,5,13,High-Value Loyal
14477.0,19,4,1309.6,4,3,4,11,Regular
12778.0,19,6,822.23,4,4,3,11,Regular
17384.0,19,2,336.4,4,2,2,8,Recent / Low Frequency
13142.0,19,1,307.09,4,1,2,7,Recent / Low Frequency
16399.0,19,2,408.02,4,2,2,8,Recent / Low Frequency
16533.0,19,3,1082.81,4,3,4,11,Regular
12523.0,19,11,1789.77,4,5,4,13,High-Value Loyal
13832.0,19,1,52.199999999999996,4,1,1,6,Recent / Low Frequency
14860.0,19,1,170.32,4,1,1,6,Recent / Low Frequency
14664.0,19,2,636.24,4,2,3,9,Recent / Low Frequency
15426.0,19,5,1404.07,4,4,4,12,High-Value Loyal
14950.0,19,1,371.2,4,1,2,7,Recent / Low Frequency
15465.0,19,18,7354.62,4,5,5,14,High-Value Loyal
17425.0,19,2,759.17,4,2,3,9,Recent / Low Frequency
14595.0,19,6,1740.6,4,4,4,12,High-Value Loyal
14359.0,19,3,912.18,4,3,3,10,Regular
16710.0,19,10,2467.99,4,5,5,14,High-Value Loyal
14881.0,19,1,255.4,4,1,2,7,Recent / Low Frequency
17555.0,19,2,480.31,4,2,2,8,Recent / Low Frequency
17387.0,19,2,746.81,4,2,3,9,Recent / Low Frequency
13565.0,19,2,240.22,4,2,1,7,Recent / Low Frequency
16464.0,19,3,1298.66,4,3,4,11,Regular
18040.0,19,2,357.20000000000005,4,2,2,8,Recent / Low Frequency
12540.0,19,17,13400.24,4,5,5,14,High-Value Loyal
16666.0,19,1,118.98,4,1,1,6,Recent / Low Frequency
18110.0,19,1,198.8,4,1,1,6,Recent / Low Frequency
14525.0,19,9,4215.9,4,4,5,13,High-Value Loyal
15745.0,19,4,1094.59,4,3,4,11,Regular
14159.0,19,11,4630.35,4,5,5,14,High-Value Loyal
18127.0,19,3,347.08,4,3,2,9,Regular
15850.0,19,2,234.88,4,2,1,7,Recent / Low Frequency
16411.0,19,2,211.7,4,2,1,7,Recent / Low Frequency
16212.0,19,2,690.34,4,2,3,9,Recent / Low Frequency
17636.0,19,1,285.56,4,1,2,7,Recent / Low Frequency
13427.0,19,3,582.6,4,3,3,10,Regular
14984.0,19,2,202.37,4,2,1,7,Recent / Low Frequency
16762.0,19,3,1207.24,4,3,4,11,Regular
15044.0,19,17,7634.7300000000005,4,5,5,14,High-Value Loyal
13200.0,19,4,870.09,4,3,3,10,Regular
15988.0,19,1,156.78,4,1,1,6,Recent / Low Frequency
12597.0,19,4,3811.22,4,3,5,12,Regular
12702.0,19,1,219.0,4,1,1,6,Recent / Low Frequency
14052.0,19,1,225.36,4,1,1,6,Recent / Low Frequency
14116.0,19,5,1382.74,4,4,4,12,High-Value Loyal
17561.0,19,1,165.12,4,1,1,6,Recent / Low Frequency
13118.0,19,5,1197.81,4,4,4,12,High-Value Loyal
15533.0,19,3,807.57,4,3,3,10,Regular
14157.0,19,2,424.89000000000004,4,2,2,8,Recent / Low Frequency
13212.0,19,3,786.83,4,3,3,10,Regular
13988.0,19,6,4147.96,4,4,5,13,High-Value Loyal
16506.0,19,2,90.30000000000001,4,2,1,7,Recent / Low Frequency
17159.0,21,3,1538.88,4,3,4,11,Regular
14593.0,21,3,617.15,4,3,3,10,Regular
13880.0,21,13,3219.77,4,5,5,14,High-Value Loyal
15088.0,21,2,1160.07,4,2,4,10,Recent / Low Frequency
12380.0,21,4,2724.81,4,3,5,12,Regular
13171.0,21,3,468.41,4,3,2,9,Regular
12578.0,21,2,2794.51,4,2,5,11,Recent / Low Frequency
16350.0,21,4,1116.47,4,3,4,11,Regular
12618.0,21,1,177.31,4,1,1,6,Recent / Low Frequency
14342.0,21,4,668.5600000000001,4,3,3,10,Regular
14285.0,21,4,1910.01,4,3,4,11,Regular
16511.0,21,3,918.33,4,3,3,10,Regular
17904.0,21,1,181.07,4,1,1,6,Recent / Low Frequency
16463.0,21,4,1422.4,4,3,4,11,Regular
12427.0,21,3,825.8,4,3,3,10,Regular
17063.0,21,7,1461.14,4,4,4,12,High-Value Loyal
17961.0,21,39,1296.44,4,5,4,13,High-Value Loyal
14820.0,21,4,507.29,4,3,3,10,Regular
16279.0,21,3,1502.78,4,3,4,11,Regular
13960.0,21,2,230.22,4,2,1,7,Recent / Low Frequency
13962.0,21,2,169.55,4,2,1,7,Recent / Low Frequency
14641.0,21,1,110.46,4,1,1,6,Recent / Low Frequency
13941.0,21,5,5112.96,4,4,5,13,High-Value Loyal
17650.0,21,1,166.08,4,1,1,6,Recent / Low Frequency
17163.0,21,2,293.1,4,2,2,8,Recent / Low Frequency
15368.0,21,1,446.94000000000005,4,1,2,7,Recent / Low Frequency
15933.0,21,3,1107.46,4,3,4,11,Regular
18061.0,21,10,2119.41,4,5,5,14,High-Value Loyal
16414.0,21,2,126.25,4,2,1,7,Recent / Low Frequency
17760.0,21,2,287.59,4,2,2,8,Recent / Low Frequency
12391.0,21,1,439.66,4,1,2,7,Recent / Low Frequency
13094.0,21,12,1927.3200000000002,4,5,4,13,High-Value Loyal
15530.0,21,4,1497.31,4,3,4,11,Regular
16924.0,21,3,829.89,4,3,3,10,Regular
13516.0,21,3,1389.41,4,3,4,11,Regular
12498.0,21,3,403.70000000000005,4,3,2,9,Regular
12444.0,21,5,5005.46,4,4,5,13,High-Value Loyal
12603.0,21,1,739.1999999999999,4,1,3,8,Recent / Low Frequency
16945.0,21,19,4345.5,4,5,5,14,High-Value Loyal
14793.0,21,1,228.99,4,1,1,6,Recent / Low Frequency
17301.0,21,1,163.24,4,1,1,6,Recent / Low Frequency
18034.0,21,2,418.68,4,2,2,8,Recent / Low Frequency
13117.0,21,8,984.91,4,4,4,12,High-Value Loyal
17779.0,21,3,650.32,4,3,3,10,Regular
12931.0,21,15,42055.96,4,5,5,14,High-Value Loyal
17888.0,21,8,716.0,4,4,3,11,Regular
17621.0,21,3,1379.9,4,3,4,11,Regular
16293.0,21,10,2248.9900000000002,4,5,5,14,High-Value Loyal
14903.0,21,5,2795.33,4,4,5,13,High-Value Loyal
15494.0,21,2,1280.58,4,2,4,10,Recent / Low Frequency
16134.0,21,2,618.09,4,2,3,9,Recent / Low Frequency
14849.0,21,25,7930.54,4,5,5,14,High-Value Loyal
17286.0,21,1,151.37,4,1,1,6,Recent / Low Frequency
14434.0,21,6,1372.8,4,4,4,12,High-Value Loyal
17397.0,22,2,681.41,4,2,3,9,Recent / Low Frequency
13028.0,22,2,661.3199999999999,4,2,3,9,Recent / Low Frequency
14034.0,22,3,648.89,4,3,3,10,Regular
13815.0,22,4,4027.36,4,3,5,12,Regular
15983.0,22,4,1465.12,4,3,4,11,Regular
17461.0,22,3,735.82,4,3,3,10,Regular
17613.0,22,14,4544.55,4,5,5,14,High-Value Loyal
15506.0,22,3,972.08,4,3,4,11,Regular
12449.0,22,4,4067.29,4,3,5,12,Regular
15287.0,22,2,486.69,4,2,2,8,Recent / Low Frequency
15529.0,22,11,3962.6,4,5,5,14,High-Value Loyal
12406.0,22,2,3415.3,4,2,5,11,Recent / Low Frequency
15811.0,22,6,2218.62,4,4,5,13,High-Value Loyal
12477.0,22,6,13219.74,4,4,5,13,High-Value Loyal
13313.0,22,5,1555.32,4,4,4,12,High-Value Loyal
14234.0,22,4,754.12,4,3,3,10,Regular
13871.0,22,13,6403.25,4,5,5,14,High-Value Loyal
16186.0,22,12,4006.94,4,5,5,14,High-Value Loyal
15267.0,22,5,1717.36,4,4,4,12,High-Value Loyal
12647.0,22,12,3722.82,4,5,5,14,High-Value Loyal
16042.0,22,5,1177.47,4,4,4,12,High-Value Loyal
13308.0,22,3,1385.51,4,3,4,11,Regular
12847.0,22,1,843.64,4,1,3,8,Recent / Low Frequency
12481.0,22,10,5579.82,4,5,5,14,High-Value Loyal
13138.0,22,6,962.39,4,4,4,12,High-Value Loyal
15563.0,22,4,1400.44,4,3,4,11,Regular
12567.0,22,10,9401.28,4,5,5,14,High-Value Loyal
15124.0,22,2,184.19,4,2,1,7,Recent / Low Frequency
16009.0,22,4,972.11,4,3,4,11,Regular
18221.0,22,5,1041.61,4,4,4,12,High-Value Loyal
15435.0,22,1,149.29,4,1,1,6,Recent / Low Frequency
13160.0,22,1,91.8,4,1,1,6,Recent / Low Frequency
17828.0,22,4,1820.09,4,3,4,11,Regular
15657.0,22,1,30.0,4,1,1,6,Recent / Low Frequency
14416.0,22,2,490.22,4,2,3,9,Recent / Low Frequency
12539.0,22,4,5568.35,4,3,5,12,Regular
14332.0,22,3,840.21,4,3,3,10,Regular
12445.0,22,1,133.4,4,1,1,6,Recent / Low Frequency
17330.0,22,2,363.9,4,2,2,8,Recent / Low Frequency
14112.0,22,7,2915.15,4,4,5,13,High-Value Loyal
17716.0,22,11,5655.99,4,5,5,14,High-Value Loyal
16070.0,22,2,852.15,4,2,3,9,Recent / Low Frequency
17147.0,22,4,1714.59,4,3,4,11,Regular
12997.0,22,4,1226.89,4,3,4,11,Regular
16298.0,22,3,598.2,4,3,3,10,Regular
17080.0,22,2,287.62,4,2,2,8,Recent / Low Frequency
16531.0,22,7,1244.59,4,4,4,12,High-Value Loyal
16656.0,22,15,8625.8,4,5,5,14,High-Value Loyal
16869.0,22,4,817.12,4,3,3,10,Regular
12753.0,22,6,21429.39,4,4,5,13,High-Value Loyal
12610.0,22,5,2099.54,4,4,5,13,High-Value Loyal
13828.0,22,1,209.49,4,1,1,6,Recent / Low Frequency
16871.0,22,6,2812.34,4,4,5,13,High-Value Loyal
15489.0,22,3,1134.28,4,3,4,11,Regular
14508.0,22,2,268.05,4,2,2,8,Recent / Low Frequency
17985.0,22,1,631.35,4,1,3,8,Recent / Low Frequency
17095.0,22,3,1324.16,4,3,4,11,Regular
15081.0,22,5,504.8,4,4,3,11,Regular
17799.0,22,10,3039.17,4,5,5,14,High-Value Loyal
16638.0,22,10,1680.72,4,5,4,13,High-Value Loyal
12356.0,22,3,2811.43,4,3,5,12,Regular
14362.0,22,1,151.5,4,1,1,6,Recent / Low Frequency
17797.0,22,3,780.43,4,3,3,10,Regular
15864.0,22,6,1936.3200000000002,4,4,4,12,High-Value Loyal
18246.0,23,2,596.1,4,2,3,9,Recent / Low Frequency
17198.0,23,3,692.22,4,3,3,10,Regular
14851.0,23,2,511.35,4,2,3,9,Recent / Low Frequency
15432.0,23,1,171.19,4,1,1,6,Recent / Low Frequency
13629.0,23,11,7792.36,4,5,5,14,High-Value Loyal
17896.0,23,1,256.32,4,1,2,7,Recent / Low Frequency
15900.0,23,1,337.28,4,1,2,7,Recent / Low Frequency
16669.0,23,3,1348.88,4,3,4,11,Regular
13894.0,23,3,564.62,4,3,3,10,Regular
15805.0,23,17,5488.18,4,5,5,14,High-Value Loyal
14948.0,23,6,1101.97,4,4,4,12,High-Value Loyal
13816.0,23,2,571.6700000000001,4,2,3,9,Recent / Low Frequency
17596.0,23,7,2806.69,4,4,5,13,High-Value Loyal
16469.0,23,4,625.42,4,3,3,10,Regular
12910.0,23,8,3075.04,4,4,5,13,High-Value Loyal
13447.0,23,3,1129.14,4,3,4,11,Regular
12626.0,23,9,6620.48,4,4,5,13,High-Value Loyal
18059.0,23,3,306.46,4,3,2,9,Regular
18075.0,23,10,2611.75,4,5,5,14,High-Value Loyal
13449.0,23,1,291.88,4,1,2,7,Recent / Low Frequency
17680.0,23,1,184.4,4,1,1,6,Recent / Low Frequency
16999.0,23,2,484.82,4,2,2,8,Recent / Low Frequency
15967.0,23,2,397.68,4,2,2,8,Recent / Low Frequency
14626.0,23,4,2791.27,4,3,5,12,Regular
12640.0,23,3,1174.58,4,3,4,11,Regular
16085.0,23,5,981.51,4,4,4,12,High-Value Loyal
14898.0,23,6,1269.31,4,4,4,12,High-Value Loyal
13926.0,23,1,223.85000000000002,4,1,1,6,Recent / Low Frequency
14057.0,23,17,6211.66,4,5,5,14,High-Value Loyal
13939.0,23,3,568.55,4,3,3,10,Regular
15110.0,23,4,996.1,4,3,4,11,Regular
12500.0,23,11,4257.82,4,5,5,14,High-Value Loyal
16804.0,23,3,536.99,4,3,3,10,Regular
16204.0,23,1,384.18,4,1,2,7,Recent / Low Frequency
18167.0,23,3,1384.8600000000001,4,3,4,11,Regular
14286.0,23,3,4628.75,4,3,5,12,Regular
14507.0,23,6,1367.88,4,4,4,12,High-Value Loyal
16245.0,23,3,1413.66,4,3,4,11,Regular
14426.0,23,10,4481.67,4,5,5,14,High-Value Loyal
16916.0,23,2,562.41,4,2,3,9,Recent / Low Frequency
16809.0,23,5,914.69,4,4,3,11,Regular
15269.0,23,1,408.8,4,1,2,7,Recent / Low Frequency
16717.0,23,6,3843.08,4,4,5,13,High-Value Loyal
16855.0,23,2,328.4,4,2,2,8,Recent / Low Frequency
13500.0,23,3,1166.77,4,3,4,11,Regular
15051.0,23,3,1383.3600000000001,4,3,4,11,Regular
13575.0,23,5,732.0699999999999,4,4,3,11,Regular
17549.0,23,2,148.86,4,2,1,7,Recent / Low Frequency
12991.0,23,2,503.76,4,2,3,9,Recent / Low Frequency
12993.0,23,4,414.76,4,3,2,9,Regular
13131.0,23,3,1073.3,4,3,4,11,Regular
12731.0,23,12,18895.91,4,5,5,14,High-Value Loyal
17368.0,23,8,1878.87,4,4,4,12,High-Value Loyal
17377.0,23,20,4058.32,4,5,5,14,High-Value Loyal
18006.0,23,1,444.68,4,1,2,7,Recent / Low Frequency
15584.0,23,4,720.86,4,3,3,10,Regular
16008.0,23,3,478.78,4,3,2,9,Regular
13285.0,23,4,2709.12,4,3,5,12,Regular
14715.0,24,4,867.38,4,3,3,10,Regular
14522.0,24,4,974.54,4,3,4,11,Regular
15955.0,24,14,4416.26,4,5,5,14,High-Value Loyal
13455.0,24,2,1058.34,4,2,4,10,Recent / Low Frequency
13058.0,24,3,271.40000000000003,4,3,2,9,Regular
15981.0,24,8,3408.48,4,4,5,13,High-Value Loyal
18123.0,24,2,574.4399999999999,4,2,3,9,Recent / Low Frequency
14714.0,24,1,160.19,4,1,1,6,Recent / Low Frequency
18043.0,24,3,529.29,4,3,3,10,Regular
15582.0,24,3,682.9100000000001,4,3,3,10,Regular
13066.0,24,2,470.8,4,2,2,8,Recent / Low Frequency
15758.0,24,1,205.25,4,1,1,6,Recent / Low Frequency
17564.0,24,3,454.01,4,3,2,9,Regular
14725.0,24,1,655.58,4,1,3,8,Recent / Low Frequency
15556.0,24,1,279.77,4,1,2,7,Recent / Low Frequency
12676.0,24,6,1331.39,4,4,4,12,High-Value Loyal
17357.0,24,2,384.39,4,2,2,8,Recent / Low Frequency
14544.0,24,2,2004.3,4,2,4,10,Recent / Low Frequency
17974.0,24,3,703.99,4,3,3,10,Regular
14666.0,24,1,195.25,4,1,1,6,Recent / Low Frequency
15720.0,24,1,598.73,4,1,3,8,Recent / Low Frequency
14640.0,24,6,2107.38,4,4,5,13,High-Value Loyal
16423.0,24,1,346.12,4,1,2,7,Recent / Low Frequency
13236.0,24,2,744.85,4,2,3,9,Recent / Low Frequency
14533.0,24,7,1949.72,4,4,4,12,High-Value Loyal
12890.0,24,1,376.71999999999997,4,1,2,7,Recent / Low Frequency
17540.0,24,2,578.9,4,2,3,9,Recent / Low Frequency
16557.0,24,2,281.85,4,2,2,8,Recent / Low Frequency
17153.0,24,1,213.78,4,1,1,6,Recent / Low Frequency
18259.0,24,3,2338.6000000000004,4,3,5,12,Regular
15524.0,24,1,440.0,4,1,2,7,Recent / Low Frequency
16341.0,24,4,1971.87,4,3,4,11,Regular
13614.0,24,4,1585.46,4,3,4,11,Regular
13846.0,24,3,865.0600000000001,4,3,3,10,Regular
17777.0,24,3,647.56,4,3,3,10,Regular
12415.0,24,21,124914.53,4,5,5,14,High-Value Loyal
15679.0,24,4,781.28,4,3,3,10,Regular
13632.0,24,5,2118.93,4,4,5,13,High-Value Loyal
15419.0,24,1,135.86,4,1,1,6,Recent / Low Frequency
17510.0,24,1,308.48,4,1,2,7,Recent / Low Frequency
13410.0,24,5,1003.06,4,4,4,12,High-Value Loyal
17220.0,24,14,3187.55,4,5,5,14,High-Value Loyal
12883.0,24,4,703.47,4,3,3,10,Regular
13692.0,24,3,1488.32,4,3,4,11,Regular
12933.0,24,3,607.53,4,3,3,10,Regular
